tracking_id,trna.rep.1.tp.1_0,trna.rep.1.tp.2_0,trna.rep.1.tp.3_0,trna.rep.1.tp.4_0,rbf.rep.1.tp.4_0,rbf.rep.1.tp.1_0,rbf.rep.1.tp.2_0,rbf.rep.1.tp.3_0,trna.rep.3.tp.2_0,trna.rep.3.tp.3_0,trna.rep.3.tp.1_0,trna.rep.3.tp.4_0,rbf.rep.2.tp.4_0,rbf.rep.2.tp.1_0,rbf.rep.2.tp.3_0,rbf.rep.2.tp.2_0,trna.rep.2.tp.1_0,trna.rep.2.tp.3_0,trna.rep.2.tp.2_0,trna.rep.2.tp.4_0,rbf.rep.3.tp.2_0,rbf.rep.3.tp.3_0,rbf.rep.3.tp.1_0,rbf.rep.3.tp.4_0
VNG_1284G,111.564,108.13,34.0433,20.5676,98.2615,193.108,50.8394,257.53,84.686,28.0387,106.013,22.6797,330.476,145.444,206.854,128.099,107.694,27.7244,73.2558,20.8133,166.639,199.588,236.315,99.509
VNG_1285G,306.407,288.262,151.762,188.528,54.9854,54.03,29.543,64.8491,291.181,189.064,312.172,156.621,0,32.1974,0,40.321,328.642,165.874,277.577,167.175,61.0354,43.7031,27.807,0
VNG_1287C,282.68,189.914,75.2013,165.151,34.7152,0,49.7388,54.5902,210.535,94.5589,228.13,148.214,0,40.6558,0,0,284.859,117.72,181.284,119.352,19.2674,0,42.1344,0
VNG_1289H,16758.1,13451.5,3460.25,2912.27,0,0,0,308.713,16092.5,4429.31,15912.5,2706.2,0,459.826,181.438,143.961,15145.9,4133.47,13409.8,2970.55,108.959,0,79.4248,0
VNG_1291H,502.466,481.971,236.75,298.523,184.498,96.6892,140.983,135.392,447.379,384.613,480.457,219.505,81.2305,104.434,125.044,117.254,464.666,438.635,394.292,288.959,150.185,107.537,109.476,64.0596
VNG_1292H,19734.9,13969,4683.78,4436.11,0,0,0,0,14515.4,7693.07,18607.4,2716.93,0,0,0,0,19745.6,6944.86,10881,4859.45,0,0,0,0
VNG_1294G,4800.8,3391.96,2003.66,3297.53,32.5415,14.2116,31.083,51.1721,3738.28,3016.11,4754.59,2613.13,11.9394,31.7585,10.025,47.7257,4801.87,2834.47,2937.4,2772.31,18.061,34.4859,30.7193,28.2469
VNG_1295H,38.4367,24.1683,1457.43,1652.39,0,0,206.234,0,46.6647,1466.07,37.7173,1262.22,0,84.2863,0,0,39.2439,1673.95,41.9383,1407.62,0,228.812,116.469,0
VNG_1296C,144.134,140.124,154.291,304.488,0,49.1589,40.3194,0,151.96,238.382,168.215,283.321,0,38.4493,17.3386,41.2716,139.444,242.617,122.466,259.985,62.4744,14.9112,37.9501,48.854
VNG_1297C,1162.12,805.503,190.896,387.698,75.1762,49.2466,59.2406,130.037,979.553,163.597,928.127,451.961,115.844,70.4326,118.113,27.5635,1068.05,193.827,640.435,362.535,75.1029,65.7261,72.9941,58.7293
VNG_1299C,68.7301,51.2221,46.2273,46.2742,55.2055,61.9957,39.5484,49.6066,60.1682,35.0491,71.7929,49.6824,86.8063,53.1074,21.8662,69.3984,65.2338,32.8473,51.3509,59.4099,30.6398,87.7561,57.4318,164.296
VNG_1300H,187.921,194.795,65.0903,148.807,1224.2,1782.11,584.664,427.793,165.798,186.71,183.641,176.799,1946.34,398.247,377.137,1097.2,162.67,169.651,114.513,297.139,301.976,540.56,660.368,2125.27
VNG_1301G,121.289,92.3984,121.116,488.789,39.4001,25.8103,84.6768,30.9786,124.512,134.631,148.64,558.09,10.8419,66.3297,36.4138,21.6692,119.143,137.478,114.817,500.138,71.0697,15.6578,27.8953,0
VNG_1302H,304.108,283.919,231.256,504.559,102.205,0,73.2181,0,188.702,525.866,300.461,403.736,56.2483,29.9237,47.2292,74.9473,265.052,539.252,292.325,573.962,85.0879,40.6169,82.6986,0
VNG_1303C,20.0183,19.8114,42.8906,28.5355,41.8406,114.62,103.547,89.7205,19.6059,20.0852,20.3647,39.003,37.6804,101.342,101.946,100.414,20.8509,20.2835,22.0814,36.0123,86.5553,93.72,87.7155,128.766
VNG_1305G,144.475,899.071,129.524,88.5622,148.33,749.586,571.788,199.93,367.376,151.887,228.953,87.0093,101.07,810.662,424.319,445.444,125.872,191.424,1013.42,106.312,983.985,359.299,765.846,239.115
VNG_1306G,1466.05,1666.6,957.603,1705.93,42.1514,159.54,600.576,103.108,1710.28,1652.77,1720.15,1750.99,46.3958,143.98,82.2416,601.023,1696.13,1450.24,1517.71,1859.97,356.118,107.952,151.585,121.961
VNG_1308G,1255.73,1462.94,601.727,1023.07,79.6247,29.8062,89.6373,35.7746,1496.38,798.883,1363,922.078,62.6018,66.6076,126.154,125.12,1561.49,777.675,1464.09,863.087,119.952,90.4097,96.6419,29.6213
VNG_1309G,4153.4,3931.44,1510.63,2072.03,94.841,0,101.914,0,3788.1,1547.6,3827.87,1535.26,156.586,180.49,262.958,69.5473,4235.6,1968.28,3735.9,1611.49,131.595,301.523,57.555,123.487
VNG_1310G,3654.76,3456.55,1014.2,1833.13,34.7152,45.4826,74.6082,0,3344.4,1565.97,3421.33,1396.81,38.2108,10.164,96.2519,76.3703,4060.26,1706.94,3240.71,1245.4,57.8023,27.5921,28.0896,0
VNG_1311G,66.264,56.2991,111.578,138.239,0,0,29.4585,0,71.5335,62.6065,81.2377,179.841,0,18.0592,0,15.0771,66.8728,56.1478,65.7123,186.963,11.4114,0,24.9547,0
VNG_1313G,291.042,396.562,497.31,462.575,17.3441,22.7236,15.5313,13.6369,339.235,726.427,279.226,382.471,9.54526,13.9646,8.01474,38.1554,300.584,834.72,389.931,516.171,28.8786,10.339,40.3473,11.2913
VNG_1314H,581.213,545.3,1807.74,1910.86,0,0,0,0,598.323,4788.56,713.099,2710.63,0,0,0,0,550.868,1944.04,442.329,2716.91,0,143.032,0,0
VNG_1315H,101.274,82.721,367.925,474.338,131.105,0,18.7843,0,95.0329,1231.54,128.754,693.318,0,23.031,24.2336,0,100.745,546.509,78.3531,903.273,29.106,20.8408,0,0
VNG_1317H,69.1784,76.1217,67.5641,107.994,5463.8,10226.4,2609.45,3273.11,68.9895,94.9506,92.128,117.1,2004.66,4418.21,4087.83,2861.87,77.0522,47.8804,129.395,122.053,3321.29,3722.31,3473.64,6097.77
VNG_1318H,131.323,73.7457,83.7271,93.3368,54.2331,497.381,699.332,85.2825,72.8199,130.346,122.58,231.422,0,746.287,100.245,437.463,102.419,112.323,67.067,117.147,571.903,43.1052,548.531,141.227
VNG_1319H,82.1895,64.1255,87.4328,87.1939,10.3887,156.525,59.5383,24.5045,72.8827,59.1468,85.2076,99.7746,11.4348,114.06,52.807,49.5173,76.4839,53.1074,66.6787,105.596,51.8927,28.8997,94.5667,54.1057
VNG_1320G,636.012,781.241,296.473,937.25,40.2976,21.1186,46.1897,12.6737,786.726,716.39,699.384,767.661,17.7421,40.1145,52.1405,41.3705,604.46,746.454,721.674,906.552,26.8389,25.6232,26.0852,41.9752
VNG_1323C,230.081,306.211,205.06,520.834,41.1961,31.4847,14.7561,10.7969,311.974,406.993,301.359,489.184,22.6722,40.2049,34.9009,40.279,247.848,365.919,306.765,604.996,45.7289,46.3862,40.2781,8.93982
VNG_1324C,341.652,369.462,125.294,1280.74,131.751,604.157,896.655,258.977,295.326,239.955,379.218,939.956,72.5091,462.893,639.269,700.451,309.479,262.593,291.89,1135.14,548.43,418.871,373.121,171.545
VNG_1325C,659.459,734.169,299.277,394.342,25.7063,16.8398,27.6234,20.2118,775.647,359.134,701.482,320.4,42.4422,41.3949,71.2738,28.2758,685.055,481.321,721.207,385.107,21.4011,20.4317,36.4002,0
VNG_1326H,870.374,1446.07,2051.55,2766.59,869.478,959.292,1081.85,431.769,1189.01,3445.15,927.444,1904.42,906.66,1326.43,549.815,1543.64,803.401,3361.8,1320.02,2584.01,914.348,691.072,1610.72,476.671
VNG_1327G,329.476,387.37,217.806,380.626,0,427.585,452.985,224.527,319.784,498.731,339.786,303.338,44.9028,543.452,131.96,418.811,270.888,630.902,333.612,491.959,452.835,97.273,437.369,53.1165
VNG_1329H,1239.5,884.209,191.225,170.414,1098.16,1831.17,1859.49,627.957,839.083,201.306,1052.57,146.316,549.429,1052.25,1199.46,1171.33,1221.41,321.454,828.5,140.262,1163.59,952.184,1413.64,519.946
VNG_1330H,53.2821,68.7924,139.994,100.667,223.437,256.147,440.184,87.8396,89.3311,140.619,62.7419,88.9897,61.484,237.141,283.94,163.847,57.698,130.87,83.6053,100.613,449.539,355.182,305.088,145.462
VNG_1332G,824.694,2044.09,4779.21,3921.32,57.5411,50.2589,82.4431,0,2085.95,12493.3,976.006,3601.95,0,78.6192,53.1798,84.3902,822.703,8830.99,1845.65,5007.1,21.2908,76.224,54.3189,49.9471
VNG_1335G,105.367,119.642,115.589,185.175,24.3133,31.8544,65.3162,19.1165,109.848,135.12,119.675,191.637,20.0711,35.5924,56.1762,31.2008,111.72,150.687,115.625,213.664,57.3504,72.467,39.3459,79.142
VNG_1336C,385.241,302.567,145.85,141.342,513.872,158.413,129.928,332.735,312.55,173.39,320.294,111.339,232.901,185.853,139.683,310.326,337.031,215.029,306.075,154.071,117.438,168.178,97.8345,0
VNG_1337C,78.9754,76.0041,84.3593,162.359,39.9651,26.1804,38.1738,10.4743,69.3696,151.378,63.8086,132.411,14.6631,33.1529,55.404,19.5377,68.3023,161.022,87.3729,194.219,40.6655,58.2354,43.1167,34.6907
VNG_1339C,419.949,451.568,657.189,503.188,56.509,37.0181,80.9644,79.9752,459.665,1215.26,448.903,496.672,24.8797,99.2688,88.7842,53.8698,458.416,878.524,420.24,607.859,59.5903,94.3197,77.7308,117.723
VNG_1340C,70.141,94.5407,146.329,120.479,371.942,659.295,736.665,550.479,81.2364,172.584,65.0776,97.8168,288.984,887.195,798.715,754.063,71.2578,192.858,99.4686,125.022,898.591,1130.33,765.664,655.205
VNG_1341G,37.5298,34.4715,82.4049,113.448,0,0,38.974,21.3877,44.1032,118.063,42.7763,117.605,0,19.9105,12.5701,29.9209,39.8443,89.5832,29.9623,133.34,22.6462,21.6204,33.0154,0
VNG_1342G,26.7485,23.0094,66.3125,90.0723,100.523,225.775,174.889,135.492,23.2082,86.8015,25.0111,79.5092,0,214.428,92.9042,42.1223,25.1785,71.5336,25.9656,111.989,119.554,159.794,180.105,37.3957
VNG_1343C,140.054,134.466,88.8168,127.292,64.6639,21.1801,34.7432,50.8425,161.091,122.936,150.323,140.563,71.1752,47.331,44.8221,35.5637,129.981,142.565,111.857,166.991,26.917,12.8489,58.8628,126.292
VNG_1344G,153.237,120.97,68.7391,47.8928,8.16183,21.3867,5.84701,12.8346,126.875,61.2049,151.94,54.0437,17.9674,4.77927,15.0864,17.9553,156.13,78.3344,122.721,57.645,13.5898,6.48713,23.1144,0
VNG_1345H,515.708,337.472,206.985,459.72,0,54.7509,0,0,398.939,260.265,534.437,454.027,22.9986,12.2351,19.311,45.9664,482.157,242.666,326.69,465.045,11.5968,0,25.3602,0
VNG_1347C,530.918,406.152,161.973,426.019,109.971,504.28,374.212,151.314,382.298,208.701,539.34,398.483,136.175,430.64,177.862,231.846,520.781,224.319,354.305,402.317,320.436,87.4063,461.596,35.7965
VNG_1349C,1351.57,1030.15,653.335,777.342,387.058,1014.22,901.168,152.164,842.042,796.233,1341.91,723.456,0,679.941,178.861,1135.33,1282.88,1209.58,1066.47,844.99,912.997,76.9097,1174.45,0
VNG_1350C,52.1234,134.617,44.0791,167.329,20.8163,0,7.45624,0,111.006,53.3304,46.9401,158.438,22.9124,33.5204,19.2385,15.2647,52.3709,82.6803,104.181,143.829,46.2134,0,29.4759,54.2072
VNG_1351G,186.518,405.27,608.587,530.717,27.0483,354.378,678.196,255.204,418.752,632.568,197.677,453.524,59.5439,554.348,324.977,396.693,200.798,605.005,433.165,437.889,570.464,429.968,590.922,70.4359
VNG_1352G,327.842,237.934,135.365,155.448,32.3717,18.1767,26.5035,7.27214,245.313,154.574,301.598,145.356,10.1804,14.8937,12.822,13.5647,316.426,177.578,240.388,166.02,25.6668,18.3782,11.2257,24.0852
VNG_1353C,18.8794,19.5415,28.284,36.361,17.2176,15.0386,28.7803,9.02496,21.7874,28.0111,18.9333,43.3888,6.31709,18.4836,15.9126,4.20857,21.2978,28.6082,19.8071,46.3978,6.37066,9.12316,9.28766,59.7811
VNG_1355H,118.385,127.922,51.6778,63.2912,0,0,0,0,114.265,53.8118,116.738,50.5562,30.4117,16.1788,25.5354,20.2609,113.17,66.5981,103.24,53.281,30.6696,0,0,0
VNG_1356G,947.55,1189.46,371.703,246.116,19.0924,16.6761,31.9142,20.0154,1175.98,560.464,1040.08,230.379,35.0248,26.0862,11.7635,9.33369,987.424,736.09,1007.79,262.511,21.1931,35.4081,12.8738,16.5727
VNG_1357C,935.947,835.266,330.173,528.44,0,0,0,0,689.186,453.12,893.111,425.261,0,111.021,467.272,0,920.549,521.035,627.061,533.996,210.459,0,153.412,0
VNG_1359G,232.599,171.463,128.283,178.558,0,12.9051,28.2256,15.4893,210.945,192.304,208.271,183.074,0,23.0712,9.10344,21.6692,230.412,204.291,180.635,247.57,27.3345,0,19.9252,25.6502
VNG_1360H,34.1041,17.1875,51.7081,26.0193,0,0,18.7843,0,29.4858,27.4522,26.1688,20.878,0,7.67701,0,0,30.9408,21.2972,24.1612,24.4792,0,0,10.6083,0
VNG_1362H,308.977,275.299,81.4127,65.1336,0,50.2155,54.9146,0,266.116,121.431,265.098,58.7278,0,67.3296,70.8452,0,252.177,149.852,211.743,77.3593,21.2724,0,15.5063,0
VNG_1364G,276.159,254.257,210.179,471.997,9.81243,128.559,161.678,108.011,219.621,347.229,288.652,402.19,10.8005,166.628,54.4122,194.278,254.906,481.913,268.754,513.039,190.611,101.388,115.125,0
VNG_1365C,132.091,110.573,44.8357,86.1129,40.8068,106.927,109.625,144.381,113.281,51.1499,125.16,65.3958,44.9158,101.553,113.142,82.2904,128.324,64.8016,99.5919,78.6174,118.904,105.41,86.6738,132.83
VNG_1366H,523.052,354.023,201.544,543.487,0,0,0,0,458.208,325.383,582.85,674.473,0,0,305.897,0,438.176,472.7,435.427,782.717,0,0,0,0
VNG_1367G,179.82,146.987,87.7339,189.024,0,0,0,0,173.177,161.233,195.962,188.903,0,106.65,0,0,173.363,151.351,143.735,213.977,0,72.3805,110.528,0
VNG_1369G,272.357,306.791,402.383,342.229,16.97,44.467,24.3141,26.6856,324.741,553.298,282.203,300.941,18.6788,17.3897,15.6838,31.1104,286.261,444.157,329.106,357.645,28.2558,26.9759,24.0296,22.0956
VNG_1370G,104.944,69.5041,62.5792,103.585,585.465,622.538,474.125,627.111,59.8061,93.8976,132.368,118.74,737.812,536.598,831.24,777.76,98.4115,94.9396,62.4556,134.719,536.86,404.639,580.142,331.434
VNG_1371G,30.3121,17.4521,37.7972,31.9581,36.083,47.2747,77.5479,0,16.5414,33.0046,33.7848,44.469,19.8582,42.2577,16.6741,33.0748,24.4899,36.0003,19.4059,58.0598,50.0665,50.1887,40.145,46.9814
VNG_1372C,12.0248,10.5278,63.5501,570.589,12.542,16.4321,22.4623,19.7225,13.4874,41.6166,16.1295,557.702,34.5124,25.7045,23.1828,50.5842,15.3198,22.9826,15.1516,593.762,31.3245,19.9371,27.9079,32.6604
VNG_1374G,123.796,129.18,164.293,316.428,38.0922,62.3839,40.9331,7.48758,160.349,206.845,142.944,311.976,26.205,54.3694,44.0063,76.8163,127.071,174.444,118.056,332.237,66.0679,71.906,61.6443,24.7988
VNG_1375C,49.9919,55.6402,90.9936,120.939,231.261,1176.31,2226.82,481.317,62.1807,83.698,68.6603,131.137,112.3,1234.69,729.206,2020.05,60.9613,74.2429,53.3335,141.856,2774.69,924.452,1186.03,442.809
VNG_1376H,12702.7,22931.6,18553.2,13707.4,4295.66,5628.02,3077.34,1501.11,32409.6,27272.3,16763.3,10115.4,2101.43,4192.29,441.119,3850.03,15218.2,14928.5,23811.7,9300.71,1324.53,2655.52,1931,4971.65
VNG_1377G,453.377,371.836,106.381,157.543,0,40.5568,221.76,48.678,408.618,174.179,477.732,140.715,0,63.4423,0,0,402.982,206.82,312.883,145.033,68.723,73.8115,75.1424,0
VNG_1379G,600.693,499.62,124.09,72.7655,12.8532,50.5193,36.8312,20.2118,604.019,183.803,657.183,67.0027,70.7371,30.1053,11.879,84.8275,572.719,242.308,421.603,90.1018,14.2674,10.2159,41.6003,33.4706
VNG_1380H,127.084,120.829,1251.61,2398.94,137.084,0,98.2047,107.783,117.63,3385.96,192.59,3903.02,75.4437,75.2542,190.04,100.524,144.264,1163.36,144.004,3081.92,57.0626,81.7169,76.2579,0
VNG_1381H,372.677,330.15,110.592,343.29,0,0,60.6842,0,235.451,317.555,341.343,400.624,0,66.1366,0,0,360.348,290.637,282.977,443.891,15.6716,67.3278,22.8473,0
VNG_1382H,24.1963,12.6582,19.758,15.6127,0,43.154,47.1924,103.591,15.6392,21.2082,16.4622,17.0385,0,57.8616,60.8827,48.3069,18.2963,9.82489,11.7671,17.9991,18.281,78.5384,53.303,85.7727
VNG_1383G,60.8946,37.3531,50.3409,34.5245,28.0253,36.7177,27.6057,5.50877,43.5638,36.8018,52.1023,41.3178,23.1355,29.7441,25.9011,59.0843,54.4812,30.2364,37.2871,37.3471,31.1089,33.4123,18.4247,9.12249
VNG_1384H,141.92,111.174,92.7453,138.469,287.881,0,0,0,139.994,99.959,102.376,84.5818,0,674.29,0,0,71.3525,94.1342,110.837,164.955,0,228.812,349.406,749.664
VNG_1385G,192.896,139.468,124.952,257.845,121.217,285.865,399.454,266.862,120.752,202.515,158.059,212.238,213.476,262.626,448.117,248.889,142.97,188.946,129.17,294.092,242.198,539.531,166.739,189.395
VNG_1387H,42.2303,42.4984,41.0618,89.87,163.18,106.896,146.124,64.1507,43.117,87.5491,38.117,85.9164,44.9028,71.664,37.7029,14.9575,43.0248,127.669,58.7303,120.52,90.5671,145.91,123.784,53.1165
VNG_1388H,105.575,105.511,94.0764,147.378,26.6383,34.9006,66.7915,0,68.0738,143.902,82.5915,115.161,0,54.5945,24.6193,9.767,101.379,178.858,113.806,146.991,59.1386,74.1037,32.3314,69.3682
VNG_1389C,253.906,228.231,242.385,366.071,25.2025,0,18.0547,19.8156,178.225,297.394,209.755,288.151,27.7402,25.8259,46.5845,18.4811,243.823,336.338,254.386,296.364,20.9816,40.0625,30.5887,32.8146
VNG_1390H,56.8399,60.1271,117.865,271.416,203.188,1597.26,1115.97,319.517,66.3399,109.27,52.4015,217.785,298.198,1526.9,187.788,1440.32,42.7648,131.444,85.366,316.7,826.998,376.826,1233.07,529.118
VNG_1394H,833.03,511.218,356.006,353.043,77.8689,68.014,37.1894,122.45,586.589,338.952,680.418,278.711,85.7098,98.7937,95.9558,76.1354,792.004,285.647,658.071,278.809,129.655,103.152,105.012,0
VNG_1395G,41.73,40.371,79.0873,36.9025,105.323,129.873,62.1368,87.6823,50.0355,71.809,57.256,61.3078,109.109,107.021,62.9848,99.9496,45.405,50.4193,38.0637,41.4193,134.104,132.955,117.806,145.201
VNG_1397C,155.6,83.192,56.4838,57.0369,34.9787,34.3709,25.0582,27.5023,105.038,60.6257,135.496,60.7221,9.62522,33.2836,40.4094,44.8875,163.808,49.6329,89.0493,58.8134,19.4137,27.8015,63.6814,22.7718
VNG_1398C,214.308,120.086,113.665,111.518,0,0,0,0,121.5,113.172,215.653,111.406,0,0,0,0,213.245,152.198,128.075,127.843,0,0,0,0
VNG_1401C,365.374,231.959,117.768,224.13,62.6653,0,22.4462,98.5422,219.959,157.302,279.535,177.547,206.926,45.8681,28.9578,45.9527,313.535,139.289,216.018,216.416,104.34,124.518,101.411,163.185
VNG_1402H,204.824,152.345,78.2851,172.398,27.3359,35.8145,0,0,171.222,115.01,185.66,172.994,60.1769,64.0275,0,0,205.85,97.3478,157.131,136.584,15.1718,21.7269,33.178,71.1846
VNG_1403H,168.166,123.209,134.858,136.101,0,0,0,62.1131,111.827,109.894,140.522,125.343,43.4765,69.3878,36.5054,0,136.992,88.5015,125.234,129.707,43.8452,0,15.9803,0
VNG_1404G,643.514,528.169,560.344,804.488,536.586,401.724,878.634,301.354,678.004,751.884,743.917,940.472,168.748,437.643,708.452,590.221,725.235,682.661,547.637,815.069,914.712,578.802,372.151,299.424
VNG_1405C,425.494,349.225,315.839,512.409,0,57.9234,31.6719,0,451.29,399.586,394.828,450.963,0,0,0,64.8398,437.976,302.911,321.562,394.568,0,0,0,0
VNG_1406G,166.969,115.217,117.887,220.192,19.929,13.0552,49.969,15.6694,124.758,80.9538,189.115,209.56,0,23.3394,36.8371,58.4562,182.964,87.8824,131.793,234.087,44.2436,39.5996,24.1882,0
VNG_1407C,568.96,368.693,99.1798,157.862,116.714,1987.89,1867.34,367.07,407.822,101.775,449.239,110.843,171.289,968.2,215.736,1797.33,483.47,147.904,292.671,140.038,1014.86,216.454,1054.57,0
VNG_1408G,2263.87,4122.22,1090.05,315.962,29.219,54.6881,53.8252,32.8195,2654.31,2126.67,3230.76,321.799,22.9723,75.7708,50.1509,61.2183,2610.24,2311.31,4032.68,368.193,69.5012,19.906,50.6622,32.6093
VNG_1409C,230.668,213.123,54.071,35.8475,24.5635,171.638,117.313,103.004,189.212,58.5548,209.529,36.6704,27.0369,124.657,52.9706,138.096,216.566,70.4168,185.881,35.8836,104.52,52.0623,125.877,127.93
VNG_1410H,73.1813,66.8706,57.4965,82.2431,57.1306,261.977,211.459,44.9194,54.7915,74.5614,66.2598,81.0299,20.9611,158.904,79.2007,153.612,71.5156,90.7737,65.1234,126.378,121.549,75.6803,134.829,49.5908
VNG_1412H,3464.17,4016.79,2628.56,4814.88,11.5798,60.686,0,0,3772.51,2983.2,3930.24,4273.96,25.4918,10.1711,10.7022,33.9662,3502.81,2639.48,4060.1,3466.85,12.854,9.20382,14.0547,0
VNG_1413H,334.806,584.107,750.041,1864.21,11.1066,7.27571,3.97828,26.1979,484.736,1499.78,352.89,1520.49,0,14.6331,20.5295,12.2167,319.475,1491.67,577.732,1953.91,6.1643,8.82764,24.7137,14.4612
VNG_1414G,1265.6,1450.88,450.344,1050.24,739.715,94.0921,113.187,383.974,1195.59,930.427,1191.88,725.606,450.577,111.441,199.121,157.991,1184.17,1325.87,1257.26,1057.22,235.171,291.114,180.142,935.085
VNG_1416G,470.444,1056.76,299.358,719.677,122.417,87.4836,87.6978,350.005,579.869,359.306,483.41,559.381,244.989,136.849,246.848,122.412,431.303,455.761,1198.52,609.608,234.713,114.989,139.575,173.882
VNG_1417H,87.9008,50.3372,54.7395,82.9617,155.013,236.941,333.146,182.82,72.2626,60.0784,88.1271,85.6303,127.966,287.437,179.08,331.542,83.4231,64.4995,52.1844,104.764,250.933,195.076,240.403,100.916
VNG_1418C,18.3965,38.0692,55.7758,26.2631,7.02476,27.6108,0,22.0931,27.9094,38.0209,21.3118,30.3995,15.4642,2.05672,12.9846,0,18.567,38.719,35.6838,27.4713,19.4942,22.3335,11.3681,0
VNG_1420H,240.258,208,103.421,434.187,151.139,39.6033,21.6547,47.5336,204.141,240.634,237.794,280.627,166.358,26.5504,55.8733,0,203.504,202.742,175.671,393.982,50.3305,72.0762,36.6879,78.7153
VNG_1422H,149.665,120.87,69.9409,52.9651,21.6943,0,23.3122,0,104.261,78.8124,160.836,52.565,23.8789,3.17585,20.05,15.9086,136.209,164.16,126.684,67.3552,24.0813,8.62148,13.1654,112.987
VNG_1423H,771.373,605.561,1642.77,1502.25,0,0,0,0,757.677,1047.16,1016.03,1714.25,0,0,0,516.289,838.612,412.311,789.266,909.002,390.762,0,284.842,0
VNG_1425H,266.299,265.566,430.735,1046.42,5306.7,13099.2,6942.12,1814.1,279.626,565.905,264.835,1172.01,1608.41,12136.9,4549.09,4624.59,232.273,489.747,246.679,1073.48,5506.42,3851.07,9459,6609.11
VNG_1426H,1641.87,1741.69,2991.05,1742.12,182.132,119.312,587.145,143.203,1807.16,2785.09,1837.76,1415.78,0,319.95,0,133.558,1828.49,2415.37,1731.23,1278.26,454.887,72.3805,147.371,0
VNG_1427H,739.429,744.673,209.51,493.188,136.022,178.211,389.776,0,471.295,833.799,692.375,446.493,299.437,238.948,125.712,99.7454,719.693,965.125,613.955,432.202,150.988,108.112,110.061,354.211
VNG_1428G,57.8361,59.2571,45.6808,33.394,390.528,458.359,448.795,204.704,50.9107,50.5944,56.1651,34.3458,214.926,431.155,496.277,483.26,61.0877,40.6881,50.0086,32.5129,383.826,342.73,371.951,190.681
VNG_1429C,168.438,93.2549,64.8395,106.569,28.5653,37.4253,27.285,44.9194,89.4021,49.1269,134.717,88.7859,52.4028,16.7268,8.80007,13.9647,150.754,52.3843,94.8189,97.1697,10.5694,52.9762,3.85224,49.5908
VNG_1431C,62.1368,54.9699,23.1442,65.8311,49.1154,85.7991,23.457,25.7449,45.7395,28.8017,64.3328,53.4287,18.0204,57.5204,15.1309,24.011,60.521,47.0973,49.5223,91.4939,27.2598,13.0125,19.8707,0
VNG_1432G,839.643,702.777,199.94,283.299,29.2143,25.5171,34.8812,15.3133,733.108,179.602,884.797,313.548,21.4374,42.7671,9.00002,35.705,917.451,203.672,646.361,231.579,21.6192,30.9599,31.5182,25.3588
VNG_1433G,5983.12,5232.47,3620.17,1230.34,0,0,255.479,0,11487.9,2328.14,8489.53,1612.18,0,0,0,0,14171,983.413,10226.9,995.469,0,0,144.28,0
VNG_1435G,455.002,438.729,266.565,479.695,64.9685,109.439,66.4892,43.7845,404.812,316.674,465.42,398.274,40.8631,67.9341,17.1555,27.2238,519.787,307.599,393.121,426.809,72.1169,81.1451,86.3632,72.5069
VNG_1437G,273.115,224.468,189.934,217.372,76.5016,280.643,120.57,120.3,217.378,218.363,242.877,214.785,67.3639,188.145,42.4219,145.857,262.38,238.406,236.035,247.387,127.378,60.8045,160.942,39.8432
VNG_1438H,1349.32,1058.16,281.954,380.22,121.971,0,87.378,0,1231.48,448.311,1245.03,343.019,0,142.843,0,0,1272.54,519.212,900.699,363.868,0,0,98.692,0
VNG_1440H,90.4785,62.454,191.462,193.035,459.923,2544.2,1208.1,482.157,80.4673,151.057,94.352,247.772,899.972,1675.73,708.438,1124.21,94.0116,97.4133,84.5398,198.799,1871.93,1462.21,1653.97,931.523
VNG_1442G,374.411,335.585,285.178,1369.33,29.0513,209.341,150.887,22.8418,291.12,452.615,376.92,1476.5,31.9767,170.114,13.4247,101.191,359.033,420.694,315.794,1440.62,145.115,51.9534,149.855,56.7389
VNG_1444G,236.155,167.39,72.9038,101.553,121.749,75.0641,251.396,304.071,166.089,102.801,235.704,117.989,126.126,73.3885,436.846,162.803,207.805,144.195,177.311,153.87,158.994,523.684,81.1279,205.146
VNG_1446H,484.457,1335.88,2944.96,5722.36,0,200.015,218.733,0,1301.43,6683.29,486.136,4109.1,0,312.881,0,0,521.667,6271.08,1264.37,5426.56,84.7309,0,61.7637,0
VNG_1447H,42.2055,30.0257,29.0848,55.5353,21.6032,0,7.73811,0,26.5785,50.4094,34.5253,60.2184,23.7786,9.48753,0,15.8417,34.0358,46.0393,29.7515,93.0389,11.9901,8.58526,21.8502,56.2564
VNG_1448H,597.35,382.99,444.023,587.795,423.763,0,0,0,405.33,473.242,479.811,523.308,0,41.3567,0,0,568.771,319.39,490.482,586.157,0,112.271,0,0
VNG_1450G,56.463,25.0603,27.4997,12.0251,23.7323,31.0932,51.0043,62.1989,26.1387,11.1403,49.9748,16.2728,17.4147,16.2129,43.867,29.0049,53.6306,9.17013,21.6182,14.2297,35.1247,44.013,41.6061,123.601
VNG_1451C,359.66,327.129,130.65,119.924,61.2127,206.225,238.053,41.2534,267.299,135.968,306.068,97.4553,19.2504,289.311,121.228,185.963,326.075,189.1,294.587,127.975,262.085,118.157,176.893,45.5436
